number,word,hira,pos,prop1,sub_prop1,prop2,sub_prop2,prop3,sub_prop3,remark,meaning,cnt-word,cnt-word-hira,tmp
1190,請求,せいきゅう,,名词,,动词,动3,,,他,请求、索取,1,1,"(請求,せいきゅう)"
1191,税金,ぜいきん,,名词,,,,,,,税,1,1,"(税金,ぜいきん)"
1192,成功,せいこう,,名词,,动词,动3,,,自,成功,1,1,"(成功,せいこう)"
1193,政治,せいじ,,名词,,,,,,,政治,1,1,"(政治,せいじ)"
1194,性質,せいしつ,,名词,,,,,,,性质,1,1,"(性質,せいしつ)"
1195,精神,せいしん,,名词,,,,,,,精神,1,1,"(精神,せいしん)"
1196,成績,せいせき,,名词,,,,,,,成绩、成果,1,1,"(成績,せいせき)"
1197,製造,せいぞう,,名词,,动词,动3,,,他,制造、加工,1,1,"(製造,せいぞう)"
1198,贅沢,ぜいたく,,名词,,形容词,形2,,,,奢侈、奢华,1,1,"(贅沢,ぜいたく)"
1199,成長,せいちょう,,名词,,动词,动3,,,自,成长、发育,1,1,"(成長,せいちょう)"
1200,生長,せいちょう,,名词,,动词,动3,,,自,生长,1,1,"(生長,せいちょう)"
1201,生徒,せいと,L01,名词,,,,,,,学生,1,1,"(生徒,せいと)"
1202,制度,せいど,,名词,,,,,,,制度、规定,1,1,"(制度,せいど)"
1203,青年,せいねん,,名词,,,,,,,青年、年轻人,1,1,"(青年,せいねん)"
1204,製品,せいひん,,名词,,,,,,,制品、产品、成品,1,1,"(製品,せいひん)"
1205,政府,せいふ,,名词,,,,,,,政府,1,1,"(政府,せいふ)"
1206,制服,せいふく,,名词,,,,,,,制服,1,1,"(制服,せいふく)"
1207,生物,せいぶつ,,名词,,,,,,,有机体、生物,1,1,"(生物,せいぶつ)"
1208,生命,せいめい,,名词,,,,,,,生命,1,1,"(生命,せいめい)"
1209,西洋,せいよう,,名词,,,,,,,西方,1,1,"(西洋,せいよう)"
1210,整理,せいり,,名词,,动词,动3,,,他,整理、整顿,1,1,"(整理,せいり)"
1211,セーター,せーたー,,名词,,,,,,,毛衣,1,1,"(セーター,せーたー)"
1212,世界,せかい,,名词,,,,,,,世界,1,1,"(世界,せかい)"
1213,せき,せき,,名词,,,,,,,咳嗽,1,1,"(せき,せき)"
1214,席,せき,五十音,名词,,,,,,,座位、坐席,1,1,"(席,せき)"
1215,石炭,せきたん,,名词,,,,,,,煤、煤炭,1,1,"(石炭,せきたん)"
1216,責任,せきにん,,名词,,,,,,,责任、职责,1,1,"(責任,せきにん)"
1217,石油,せきゆ,,名词,,,,,,,石油,1,1,"(石油,せきゆ)"
1218,せっかく,せっかく,,副词,,,,,,,好不容易、难得,1,1,"(せっかく,せっかく)"
1219,積極的,せっきょくてき,,形容词,形2,,,,,,积极的,1,1,"(積極的,せっきょくてき)"
1220,石けん,せっけん,,名词,,,,,,,肥皂,1,1,"(石けん,せっけん)"
1221,絶対,ぜったい,,名词,,副词,,,,,绝对,1,1,"(絶対,ぜったい)"
1222,設備,せつび,,名词,,,,,,,设备,1,1,"(設備,せつび)"
1223,説明,せつめい,Ｌ15,名词,,动词,动3,,,他,说明、解释,1,1,"(説明,せつめい)"
1224,背中,せなか,,名词,,,,,,,背,1,1,"(背中,せなか)"
1225,是非,ぜひ,,副词,,,,,,,一定,1,1,"(是非,ぜひ)"
1226,狭い,せまい,,形容词,形1,,,,,,狭窄,1,1,"(狭い,せまい)"
1227,世話,せわ,,名词,,,,,,,照料、关照,1,1,"(世話,せわ)"
1228,線,せん,,名词,,,,,,,线,1,1,"(線,せん)"
1229,選挙,せんきょ,,名词,,动词,动3,,,他,选举,1,1,"(選挙,せんきょ)"
1230,戦後,せんご,,名词,,,,,,,战后,1,1,"(戦後,せんご)"
1231,全国,ぜんこく,,名词,,,,,,,全国,1,1,"(全国,ぜんこく)"
1232,先日,せんじつ,,名词,,,,,,,前几天、上次,1,1,"(先日,せんじつ)"
1233,選手,せんしゅ,,名词,,,,,,,选手、运动员,1,1,"(選手,せんしゅ)"
1234,先生,せんせい,五十音,名词,,,,,,,老师,1,1,"(先生,せんせい)"
1235,全然,ぜんぜん,,副词,,,,,,,完全（不）,1,1,"(全然,ぜんぜん)"
1236,戦争,せんそう,,名词,,,,,,,战争,1,1,"(戦争,せんそう)"
1237,センター,せんたー,,名词,,,,,,,中心,1,1,"(センター,せんたー)"
1238,全体,ぜんたい,,名词,,,,,,,全体,1,1,"(全体,ぜんたい)"
1239,洗濯,せんたく,,名词,,动词,动3,,,他,洗衣服,1,1,"(洗濯,せんたく)"
1240,洗濯機,せんたくき,,名词,,,,,,,洗衣机,1,1,"(洗濯機,せんたくき)"
1241,センテンス,せんてんす,,名词,,,,,,,句子,1,1,"(センテンス,せんてんす)"
1242,先輩,せんぱい,,名词,,,,,,,前辈,1,1,"(先輩,せんぱい)"
1243,全部,ぜんぶ,五十音,名词,,副词,,,,,全部,1,1,"(全部,ぜんぶ)"
1244,専門,せんもん,,名词,,,,,,,专业,1,1,"(専門,せんもん)"
1245,像,ぞう,,名词,,,,,,,像、形象,1,1,"(像,ぞう)"
1246,増加,ぞうか,,名词,,动词,动3,,,自他,增加,1,1,"(増加,ぞうか)"
1247,掃除,そうじ,,名词,,动词,动3,,,他,扫除、打扫,1,1,"(掃除,そうじ)"
1248,想像,そうぞう,,名词,,动词,动3,,,他,想象,1,1,"(想像,そうぞう)"
1249,相談,そうだん,,名词,,动词,动3,,,他,商量、协商,1,1,"(相談,そうだん)"
1250,相当,そうとう,,名词,,形容词,形2,动词,动3,自,相当,1,1,"(相当,そうとう)"
1251,底,そこ,,名词,,,,,,,底,1,1,"(底,そこ)"
1252,祖国,そこく,,名词,,,,,,,祖国,1,1,"(祖国,そこく)"
1253,そこで,そこで,,连词,,,,,,,因此、那么,1,1,"(そこで,そこで)"
1254,組織,そしき,,名词,,动词,动3,,,他,组织,1,1,"(組織,そしき)"
1255,そして,そして,,连词,,,,,,,然后、于是、而且,1,1,"(そして,そして)"
1256,育つ,そだつ,,动词,动1,,,,,自,成长,1,1,"(育つ,そだつ)"
1257,育てる,そだてる,,动词,动2,,,,,他,养育,1,1,"(育てる,そだてる)"
1258,卒業,そつぎょう,,名词,,动词,动3,,,自,毕业,1,1,"(卒業,そつぎょう)"
1259,そっと,そっと,,副词,,,,,,,悄悄地、偷偷地,1,1,"(そっと,そっと)"
1260,袖,そで,,名词,,,,,,,袖子,1,1,"(袖,そで)"
1261,外,そと,Ｌ13,名词,,,,,,,外面,2,1,"(外,そと)"
1262,そのうち,そのうえ,,连词,,,,,,,而且,2,1,"(そのうち,そのうえ)"
1263,そのうち,そのうち,,副词,,,,,,,不久、近日内,2,1,"(そのうち,そのうち)"
1264,その代わり,そのかわり,,连词,,,,,,,另一方面,1,1,"(その代わり,そのかわり)"
1265,その後,そのご,,名词,,,,,,,那之后,1,1,"(その後,そのご)"
1266,その他,そのた,,名词,,,,,,,其他,1,1,"(その他,そのた)"
1267,そば,そば,五十音,名词,,,,,,,旁边,1,1,"(そば,そば)"
1268,ソフトウェア,そふとうぇあ,,名词,,,,,,,软件,1,1,"(ソフトウェア,そふとうぇあ)"
1269,空,そら,,名词,,,,,,,天空,2,1,"(空,そら)"
1270,それから,それから,,连词,,,,,,,然后、还有,1,1,"(それから,それから)"
1271,それぞれ,それぞれ,,名词,,副词,,,,,分别,1,1,"(それぞれ,それぞれ)"
1272,それで,それで,,连词,,,,,,,因此,1,1,"(それで,それで)"
1273,それでは,それでは,,连词,,,,,,,那么,1,1,"(それでは,それでは)"
1274,それでも,それでも,,连词,,,,,,,尽管如此,1,1,"(それでも,それでも)"
1275,それとも,それとも,,连词,,,,,,,还是,1,1,"(それとも,それとも)"
1276,それなのに,それなのに,,连词,,,,,,,即使那样,1,1,"(それなのに,それなのに)"
1277,それに,それに,,连词,,,,,,,而且,1,1,"(それに,それに)"
1278,それほど,それほど,,副词,,,,,,,那么,1,1,"(それほど,それほど)"
1279,そろう,そろう,,动词,动1,,,,,自,一致、齐备,1,1,"(そろう,そろう)"
1280,そろえる,そろえる,,动词,动2,,,,,他,使一致、凑齐,1,1,"(そろえる,そろえる)"
1281,そろそろ,そろそろ,,副词,,,,,,,不久、快要,1,1,"(そろそろ,そろそろ)"
1282,損,そん,,名词,,形容词,形2,,,,亏损、吃亏,1,1,"(損,そん)"
1283,尊敬,そんけい,,名词,,动词,动3,,,他,尊敬,1,1,"(尊敬,そんけい)"
1284,田,た,,名词,,,,,,,田,1,1,"(田,た)"
1285,タイ,たい,,名词,,,,,,,泰国,1,1,"(タイ,たい)"
1286,題,だい,,名词,,,,,,,题,1,1,"(題,だい)"
1287,体育,たいいく,,名词,,,,,,,体育,1,1,"(体育,たいいく)"
1288,退院,たいいん,,名词,,动词,动3,,,自,出院,1,1,"(退院,たいいん)"
1289,大会,たいかい,,名词,,,,,,,大会,1,1,"(大会,たいかい)"
1290,大学,だいがく,L03 ,名词,,,,,,,大学,1,1,"(大学,だいがく)"
1291,大工,だいく,,名词,,,,,,,木工,1,1,"(大工,だいく)"
1292,退屈,たいくつ,,名词,,形容词,形2,,,,无聊,1,1,"(退屈,たいくつ)"
1293,大事,だいじ,,形容词,形2,,,,,,重要的,1,1,"(大事,だいじ)"
1294,たいした,たいした,,连体词,,,,,,,了不起的,1,1,"(たいした,たいした)"
1295,体重,たいじゅう,,名词,,,,,,,体重,1,1,"(体重,たいじゅう)"
1296,大丈夫,だいじょうぶ,,形容词,形2,,,,,,没关系,1,1,"(大丈夫,だいじょうぶ)"
1297,大臣,だいじん,,名词,,,,,,,大臣、国务大臣,1,1,"(大臣,だいじん)"
1298,対する,たいする,,动词,动3,,,,,自,对于,1,1,"(対する,たいする)"
1299,大西洋,たいせいよう,,名词,,,,,,,大西洋,1,1,"(大西洋,たいせいよう)"
1300,大切,たいせつ,,形容词,形2,,,,,,重要的,1,1,"(大切,たいせつ)"
1301,体操,たいそう,,名词,,,,,,,体操,1,1,"(体操,たいそう)"
1302,大体,だいたい,,副词,,,,,,,大约,1,1,"(大体,だいたい)"
1303,大多数,だいたすう,,名词,,,,,,,大多数,1,1,"(大多数,だいたすう)"
1304,たいてい,たいてい,,副词,,,,,,,大多数,1,1,"(たいてい,たいてい)"
1305,態度,たいど,,名词,,,,,,,态度,1,1,"(態度,たいど)"
1306,台所,だいどころ,,名词,,,,,,,厨房,1,1,"(台所,だいどころ)"
1307,代表,だいひょう,,名词,,动词,动3,,,他,代表,1,1,"(代表,だいひょう)"
1308,だいぶ,だいぶ,,副词,,,,,,,相当、很,1,1,"(だいぶ,だいぶ)"
1309,台風,たいふう,,名词,,,,,,,台风,1,1,"(台風,たいふう)"
1310,大部分,だいぶぶん,,名词,,,,,,,大部分,1,1,"(大部分,だいぶぶん)"
1311,太平洋,たいへいよう,,名词,,,,,,,太平洋,1,1,"(太平洋,たいへいよう)"
1312,大変,たいへん,,副词,,形容词,形2,,,,严重、辛苦、非常,1,1,"(大変,たいへん)"
1313,太陽,たいよう,,名词,,,,,,,太阳,1,1,"(太陽,たいよう)"
1314,平ら,たいら,,形容词,形2,,,,,,平的,1,1,"(平ら,たいら)"
1315,大陸,たいりく,,名词,,,,,,,大陆,1,1,"(大陸,たいりく)"
1316,絶えず,たえず,,副词,,,,,,,不断的,1,1,"(絶えず,たえず)"
1317,倒す,たおす,,动词,动1,,,,,他,弄倒,1,1,"(倒す,たおす)"
1318,タオル,たおる,L02,名词,,,,,,,毛巾,1,1,"(タオル,たおる)"
1319,倒れる,たおれる,,动词,动2,,,,,自,倒下,1,1,"(倒れる,たおれる)"
1320,高い,たかい,Ｌ13-3,形容词,形1,,,,,,高的,1,1,"(高い,たかい)"
1321,互い,たがい,,名词,,,,,,,互相,1,1,"(互い,たがい)"
1322,高める,たかめる,,动词,动2,,,,,他,提高,1,1,"(高める,たかめる)"
1323,だから,だから,,连词,,,,,,,所以,1,1,"(だから,だから)"
1324,宅,たく,,名词,,,,,,,住家,1,1,"(宅,たく)"
1325,抱く,だく,,动词,动1,,,,,他,抱,1,1,"(抱く,だく)"
1326,沢山,たくさん,,副词,,,,,,,很多,1,1,"(沢山,たくさん)"
1327,タクシー,たくしー,,名词,,,,,,,出租车,1,1,"(タクシー,たくしー)"
1328,竹,たけ,五十音,名词,,,,,,,竹子,1,1,"(竹,たけ)"
1329,確か,たしか,,形容词,形2,,,,,,确实,1,1,"(確か,たしか)"
1330,確かめる,たしかめる,,动词,动2,,,,,他,确认,1,1,"(確かめる,たしかめる)"
1331,出す,だす,,动词,动1,,,,,他,拿出,2,2,"(出す,だす)"
1332,出す,だす,,缀词(后),,,,,,,～起来、开始,2,2,"(出す,だす)"
1333,助かる,たすかる,,动词,动1,,,,,自,得救、得到帮助,1,1,"(助かる,たすかる)"
1334,助ける,たすける,,动词,动2,,,,,他,帮忙,1,1,"(助ける,たすける)"
1335,尋ねる,たずねる,,动词,动2,,,,,他,寻求,1,1,"(尋ねる,たずねる)"
1336,ただ,ただ,,副词,,,,,,,然而,2,2,"(ただ,ただ)"
1337,ただ,ただ,,名词,,,,,,,免费、普通,2,2,"(ただ,ただ)"
1338,戦う,たたかう,,动词,动1,,,,,自,战斗,1,1,"(戦う,たたかう)"
1339,たたく,たたく,,动词,动1,,,,,他,敲打,1,1,"(たたく,たたく)"
1340,正しい,ただしい,,形容词,形1,,,,,,正确的,1,1,"(正しい,ただしい)"
1341,畳,たたみ,,名词,,,,,,,榻榻米,1,1,"(畳,たたみ)"
1342,畳む,たたむ,,动词,动1,,,,,他,叠,1,1,"(畳む,たたむ)"
1343,達,たち,L03,缀词(后),,,,,,,～们（人复数）,1,1,"(達,たち)"
1344,立ち上がる,たちあがる,,动词,动1,,,,,自,站起来,1,1,"(立ち上がる,たちあがる)"
1345,立場,たちば,,名词,,,,,,,立场、角度,1,1,"(立場,たちば)"
1346,たちまち,たちまち,,副词,,,,,,,立刻,1,1,"(たちまち,たちまち)"
1347,立つ,たつ,,动词,动1,,,,,自,站立,1,1,"(立つ,たつ)"
1348,経つ,たつ,,动词,动1,,,,,自,经过、流逝,1,1,"(経つ,たつ)"
1349,卓球,たっきゅう,,名词,,,,,,,乒乓球,1,1,"(卓球,たっきゅう)"
1350,たった,たった,,副词,,,,,,,只是,1,1,"(たった,たった)"
1351,縦,たて,,名词,,,,,,,纵、竖,1,1,"(縦,たて)"
1352,建物,たてもの,,名词,,,,,,,建筑,1,1,"(建物,たてもの)"
1353,立てる,たてる,,动词,动2,,,,,他,竖起,1,1,"(立てる,たてる)"
1354,建てる,たてる,,动词,动2,,,,,他,建立,1,1,"(建てる,たてる)"
1355,例え,たとえ,,副词,,,,,,,纵使,1,1,"(例え,たとえ)"
1356,例えば,たとえば,,副词,,,,,,,例如,1,1,"(例えば,たとえば)"
1357,棚,たな,,名词,,,,,,,架子、橱柜,1,1,"(棚,たな)"
1358,谷,たに,,名词,,,,,,,山谷,1,1,"(谷,たに)"
1359,他人,たにん,,名词,,,,,,,别人、外人,1,1,"(他人,たにん)"
1360,種,なね,,名词,,,,,,,种子,1,1,"(種,なね)"
1361,種まき,たねまき,,名词,,动词,动3,,,自,播种,1,1,"(種まき,たねまき)"
1362,楽しい,たのしい,,形容词,形1,,,,,,开心的,1,1,"(楽しい,たのしい)"
1363,楽しみ,たのしみ,,名词,,,,,,,期待,1,1,"(楽しみ,たのしみ)"
1364,楽しむ,たのしむ,,动词,动1,,,,,他,欣赏、享受,1,1,"(楽しむ,たのしむ)"
1365,頼む,たのむ,,动词,动1,,,,,他,拜托、委托,1,1,"(頼む,たのむ)"
1366,束,たば,,名词,,,,,,,束,1,1,"(束,たば)"
1367,たばこ,たばこ,,名词,,,,,,,香烟,1,1,"(たばこ,たばこ)"
1368,旅,たび,,名词,,,,,,,旅行,1,1,"(旅,たび)"
1369,度,たび,,名词,,,,,,,次,2,1,"(度,たび)"
1370,多分,たぶん,,副词,,,,,,,大概,1,1,"(多分,たぶん)"
1371,食べ物,たべもの,,名词,,,,,,,食物,1,1,"(食べ物,たべもの)"
1372,食べる,たべる,Ｌ09,动词,动2,,,,,他,吃,1,1,"(食べる,たべる)"
1373,玉,たま,,名词,,,,,,,球,1,1,"(玉,たま)"
1374,卵,たまご,,名词,,,,,,,鸡蛋,1,1,"(卵,たまご)"
1375,だます,だます,,动词,动1,,,,,他,欺骗,1,1,"(だます,だます)"
1376,たまに,たまに,,副词,,,,,,,偶尔,1,1,"(たまに,たまに)"
1377,たまる,たまる,,动词,动1,,,,,自,忍受,1,1,"(たまる,たまる)"
1378,黙る,だまる,,动词,动1,,,,,自,沉默,1,1,"(黙る,だまる)"
1379,ダム,だむ,,名词,,,,,,,水坝,1,1,"(ダム,だむ)"
1380,ため,ため,,名词,,,,,,,为了、因为,1,1,"(ため,ため)"
1381,だめ,だめ,,形容词,形2,,,,,,不行,1,1,"(だめ,だめ)"
1382,試す,ためす,,动词,动1,,,,,他,尝试,1,1,"(試す,ためす)"
1383,ためる,ためる,,动词,动2,,,,,他,积攒,1,1,"(ためる,ためる)"
1384,便り,たより,,名词,,,,,,,音信、信,1,1,"(便り,たより)"
1385,頼る,たよる,,动词,动1,,,,,自,依赖,1,1,"(頼る,たよる)"
1386,だらけ,だらけ,,缀词(后),,,,,,,尽是,1,1,"(だらけ,だらけ)"
1387,足りる,たりる,,动词,动2,,,,,自,足够,1,1,"(足りる,たりる)"
1388,だるい,だるい,,形容词,形1,,,,,,疲乏,1,1,"(だるい,だるい)"
1389,男子,だんし,,名词,,,,,,,男子,1,1,"(男子,だんし)"
1390,誕生日,たんじょうび,,名词,,,,,,,生日,1,1,"(誕生日,たんじょうび)"
1391,たんす,たんす,,名词,,,,,,,柜橱,1,1,"(たんす,たんす)"
1392,ダンス,だんす,,名词,,,,,,,舞蹈,1,1,"(ダンス,だんす)"
1393,男性,だんせい,,名词,,,,,,,见面、碰见,1,1,"(男性,だんせい)"
1394,団体,だんたい,,名词,,,,,,,团体,1,1,"(団体,だんたい)"
1395,だんだん,だんだん,,副词,,,,,,,渐渐,1,1,"(だんだん,だんだん)"
1396,担任,たんにん,,名词,,动词,动3,,,他,担任、担当,1,1,"(担任,たんにん)"
1397,たんぼ,たんぼ,,名词,,,,,,,,1,1,"(たんぼ,たんぼ)"
1398,暖房,だんぼう,,名词,,,,,,,暖气,1,1,"(暖房,だんぼう)"
1399,血,ち,,名词,,,,,,,血,1,1,"(血,ち)"
1400,小さい,ちいさい,,形容词,形1,,,,,,小的,1,1,"(小さい,ちいさい)"
1401,小さな,ちいさな,,连体词,,,,,,,小的,1,1,"(小さな,ちいさな)"
1402,チーズ,ちーず,,名词,,,,,,,芝士,1,1,"(チーズ,ちーず)"
1403,チーム,ちーむ,,名词,,,,,,,队伍,1,1,"(チーム,ちーむ)"
1404,知恵,ちえ,,名词,,,,,,,智慧,1,1,"(知恵,ちえ)"
1405,近い,ちかい,,形容词,形1,,,,,,近的,1,1,"(近い,ちかい)"
1406,違い,ちがい,,名词,,,,,,,不同,1,1,"(違い,ちがい)"
1407,違う,ちがう,,动词,动1,,,,,自,不同、错误,1,1,"(違う,ちがう)"
1408,近く,ちかく,Ｌ13,名词,,,,,,,附近,1,1,"(近く,ちかく)"
1409,近ごろ,ちかごろ,,名词,,,,,,,近日、近来、最近,1,1,"(近ごろ,ちかごろ)"
1410,近づく,ちかづく,,动词,动1,,,,,自,接近,1,1,"(近づく,ちかづく)"
1411,地下鉄,ちかてつ,五十音,名词,,,,,,,地铁,1,1,"(地下鉄,ちかてつ)"
1412,力,ちから,,名词,,,,,,,力量,1,1,"(力,ちから)"
1413,力強い,ちからづよい,,形容词,形1,,,,,,力量很强的,1,1,"(力強い,ちからづよい)"
1414,地球,ちきゅう,,名词,,,,,,,地球,1,1,"(地球,ちきゅう)"
1415,チケット,ちけっと,,名词,,,,,,,票,1,1,"(チケット,ちけっと)"
1416,遅刻,ちこく,,名词,,动词,动3,,,自,迟到,1,1,"(遅刻,ちこく)"
1417,知識,ちしき,,名词,,,,,,,知识,1,1,"(知識,ちしき)"
1418,地図,ちず,,名词,,,,,,,地图,1,1,"(地図,ちず)"
1419,父,ちち,,名词,,,,,,,父亲,1,1,"(父,ちち)"
1420,父親,ちちおや,,名词,,,,,,,父亲,1,1,"(父親,ちちおや)"
1421,ちっとも,ちっとも,,副词,,,,,,,一点,1,1,"(ちっとも,ちっとも)"
1422,地方,ちほう,,名词,,,,,,,地方、地区,1,1,"(地方,ちほう)"
1423,茶色,ちゃいろ,,名词,,,,,,,茶色,1,1,"(茶色,ちゃいろ)"
1424,茶碗,ちゃわん,,名词,,,,,,,碗,1,1,"(茶碗,ちゃわん)"
1425,ちゃん,ちゃん,,缀词(后),,,,,,,人称、用来表示亲热,1,1,"(ちゃん,ちゃん)"
1426,チャンス,ちゃんす,,名词,,,,,,,机会,1,1,"(チャンス,ちゃんす)"
1427,ちゃんと,ちゃんと,,副词,,,,,,,认真地、好好地,1,1,"(ちゃんと,ちゃんと)"
1428,チャンネル,ちゃんねる,,名词,,,,,,,频道,1,1,"(チャンネル,ちゃんねる)"
1429,中,ちゅう,,缀词(后),,,,,,,中,3,1,"(中,ちゅう)"
1430,注意,ちゅうい,,名词,,动词,动3,,,他,注意、提醒,1,1,"(注意,ちゅうい)"
1431,中央,ちゅうおう,,名词,,,,,,,中央,1,1,"(中央,ちゅうおう)"
1432,中国,ちゅうごく,L01,名词,,,,,,,中国,1,1,"(中国,ちゅうごく)"
1433,注射,ちゅうしゃ,,名词,,动词,动3,,,他,注射,1,1,"(注射,ちゅうしゃ)"
1434,駐車場,ちゅうしゃじょう,,名词,,,,,,,停车场,1,1,"(駐車場,ちゅうしゃじょう)"
1435,昼食,ちゅうしょく,,名词,,,,,,,午饭,1,1,"(昼食,ちゅうしょく)"
1436,中心,ちゅうしん,,名词,,,,,,,中心,1,1,"(中心,ちゅうしん)"
1437,注文,ちゅうもん,,名词,,动词,动3,,,他,订购、点餐,1,1,"(注文,ちゅうもん)"
1438,チョーク,ちょーく,,名词,,,,,,,粉笔,1,1,"(チョーク,ちょーく)"
1439,調査,ちょうさ,,名词,,动词,动3,,,他,调查,1,1,"(調査,ちょうさ)"
1440,調子,ちょうし,,名词,,,,,,,状况,1,1,"(調子,ちょうし)"
1441,頂上,ちょうじょう,,名词,,,,,,,顶峰、顶点,1,1,"(頂上,ちょうじょう)"
1442,朝食,ちょうしょく,,名词,,,,,,,早饭,1,1,"(朝食,ちょうしょく)"
1443,挑戦,ちょうせん,,名词,,动词,动3,,,他,挑战,1,1,"(挑戦,ちょうせん)"
1444,ちょうど,ちょうど,,副词,,,,,,,正好,1,1,"(ちょうど,ちょうど)"
1445,調味料,ちょうみりょう,,名词,,,,,,,调味料,1,1,"(調味料,ちょうみりょう)"
1446,貯金,ちょきん,,名词,,动词,动3,,,自他,存钱、存款,1,1,"(貯金,ちょきん)"
1447,直接,ちょくせつ,,名词,,副词,,,,,直接、直接地,1,1,"(直接,ちょくせつ)"
1448,チョコレート,ちょこれーと,L10,名词,,,,,,,巧克力,1,1,"(チョコレート,ちょこれーと)"
1449,ちょっと,ちょっと,Ｌ13-3,副词,,,,,,,稍微,1,1,"(ちょっと,ちょっと)"
1450,地理,ちり,,名词,,,,,,,地理,1,1,"(地理,ちり)"
1451,散る,ちる,,动词,动1,,,,,自,落、谢、散,1,1,"(散る,ちる)"
1452,つい,つい,,副词,,,,,,,不知不觉,1,1,"(つい,つい)"
1453,ついでに,ついでに,,副词,,,,,,,顺便,1,1,"(ついでに,ついでに)"
1454,遂に,ついに,,副词,,,,,,,终于,1,1,"(遂に,ついに)"
1455,通勤,つうきん,,名词,,动词,动3,,,自,上班,1,1,"(通勤,つうきん)"
1456,通じる,つうじる,,动词,动2,,,,,自他,相通,1,1,"(通じる,つうじる)"
1457,通訳,つうやく,,名词,,动词,动3,,,他,翻译,1,1,"(通訳,つうやく)"
1458,使う,つかう,,动词,动1,,,,,他,使用,1,1,"(使う,つかう)"
1459,捕まえる,つかまえる,,动词,动2,,,,,他,抓住,1,1,"(捕まえる,つかまえる)"
1460,つかむ,つかむ,,动词,动1,,,,,他,抓住,1,1,"(つかむ,つかむ)"
1461,疲れる,つかれる,,动词,动2,,,,,自,疲倦,1,1,"(疲れる,つかれる)"
1462,月,つき,,名词,,,,,,,月亮,1,1,"(月,つき)"
1463,次,つぎ,,名词,,,,,,,其次,1,1,"(次,つぎ)"
1464,付き合う,つきあう,,动词,动1,,,,,自,交往,1,1,"(付き合う,つきあう)"
1465,次々,つぎつぎ,,副词,,,,,,,一个接一个,1,1,"(次々,つぎつぎ)"
1466,月日,つきひ,,名词,,,,,,,月亮和太阳,1,1,"(月日,つきひ)"
1467,月見,つきみ,,名词,,,,,,,赏月,1,1,"(月見,つきみ)"
1468,突く,つく,,动词,动1,,,,,他,扎、刺、撞,1,1,"(突く,つく)"
1469,着く,つく,,动词,动1,,,,,自,到达,1,1,"(着く,つく)"
1470,付く,つく,,动词,动1,,,,,自,附着,1,1,"(付く,つく)"
1471,継ぐ,つぐ,,动词,动1,,,,,他,接上,1,1,"(継ぐ,つぐ)"
1472,机,つくえ,五十音,名词,,,,,,,桌子,1,1,"(机,つくえ)"
1473,尽くす,つくす,,动词,动1,,,,,他,尽力,1,1,"(尽くす,つくす)"
1474,作る,つくる,,动词,动1,,,,,他,制作,1,1,"(作る,つくる)"
1475,付ける,つける,,动词,动1,,,,,他,附上,1,1,"(付ける,つける)"
1476,都合,つごう,,名词,,,,,,,状况,1,1,"(都合,つごう)"
1477,伝える,つたえる,,动词,动2,,,,,他,传达,1,1,"(伝える,つたえる)"
1478,伝わる,つたわる,,动词,动1,,,,,自,流传,1,1,"(伝わる,つたわる)"
1479,土,つち,,名词,,,,,,,土,1,1,"(土,つち)"
1480,続く,つづく,,动词,动1,,,,,自,继续,1,1,"(続く,つづく)"
1481,続ける,つづける,,动词,动2,,,,,他,继续,1,1,"(続ける,つづける)"
1482,包む,つつむ,,动词,动1,,,,,他,包裹,1,1,"(包む,つつむ)"
1483,勤める,つとめる,,动词,动2,,,,,自,工作,1,1,"(勤める,つとめる)"
1484,綱,つな,,名词,,,,,,,网,1,1,"(綱,つな)"
1485,繋がる,つながる,,动词,动1,,,,,自,连接,1,1,"(繋がる,つながる)"
1486,繋ぐ,つなぐ,,动词,动1,,,,,他,绑、系、套,1,1,"(繋ぐ,つなぐ)"
1487,常に,つねに,,副词,,,,,,,时常、常常,1,1,"(常に,つねに)"
1488,粒,つぶ,,名词,,,,,,,颗粒,1,1,"(粒,つぶ)"
1489,つぶやく,つぶやく,,动词,动1,,,,,自,嘟哝,1,1,"(つぶやく,つぶやく)"
1490,つぶれる,つぶれる,,动词,动2,,,,,自,压坏、破产,1,1,"(つぶれる,つぶれる)"
1491,妻,つま,,名词,,,,,,,妻子,1,1,"(妻,つま)"
1492,つまらない,つまらない,,形容词,形1,,,,,,无聊,1,1,"(つまらない,つまらない)"
1493,つまり,つまり,,副词,,,,,,,总之,1,1,"(つまり,つまり)"
1494,罪,つみ,,名词,,,,,,,罪,1,1,"(罪,つみ)"
1495,積む,つむ,,动词,动1,,,,,他,积累,1,1,"(積む,つむ)"
1496,爪,つめ,,名词,,,,,,,爪子,1,1,"(爪,つめ)"
1497,冷たい,つめたい,,形容词,形1,,,,,,冰的、凉的,1,1,"(冷たい,つめたい)"
1498,詰める,つめる,,动词,动2,,,,,他,塞满、缩短、继续,1,1,"(詰める,つめる)"
1499,つもり,つもり,,名词,,,,,,,打算、企图,1,1,"(つもり,つもり)"
1500,積もる,つもる,,动词,动1,,,,,自,堆积、积攒,1,1,"(積もる,つもる)"
1501,梅雨,つゆ,,名词,,,,,,,梅雨,1,1,"(梅雨,つゆ)"
